evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg,possible_source
761028-23-M3,761028-23-M3,1,1976-10-28 23:47:26.428114,1.0,0.0,3,35,A,AA,repeating,6,1.079933,1976-10-28 23:47:26.428114,258.3371424912,232.66322735736296,15.678778103171297,sunrise3,35.90000012975185,0.004467255517497,165.30047293289445,1.5130010661791156,175.69357062008285,13.350033144693755,geophone_rock
761028-23-M3,761028-23-M3,2,1976-10-28 23:47:26.428114,1.0,0.0,3,35,A,AA,repeating,6,3.613946,1976-10-28 23:47:26.428114,258.3371424912,232.66322735736296,15.678778103171297,sunrise3,33.80000012975182,0.0068806186690308,165.30047293289445,1.5130010661791156,175.69357062008285,13.350033144693755,geophone_rock
760830-23-M2,761028-23-M3,3,1976-08-30 23:53:49.262673,0.8091318245059169,-0.0680272108843537,3,35,A,AA,repeating,6,2.496599,1976-08-30 23:53:49.194646,256.76884912945184,228.66914492165924,15.71445827136574,sunrise1,65.50000012975217,0.0182011646862997,156.2189621267187,4.870032193522038,120.0091948832251,1.005258902507438,geophone_rock
760830-23-M2,761028-23-M3,4,1976-08-30 23:53:49.765054,0.9255302069509432,0.2295918367346939,3,35,A,AA,repeating,6,0.9483,1976-08-30 23:53:49.994646,256.7694772776,228.6694056624,15.714467530625,sunrise1,54.50000012975212,0.008558909891352,156.2189621267187,4.870032193522038,120.0091948832251,1.005258902507438,geophone_rock
760830-23-M2,761028-23-M3,1,1976-08-30 23:53:50.060632,0.8812032247102599,0.0340136054421768,3,35,A,AA,repeating,6,6.503062,1976-08-30 23:53:50.094646,256.7695557961185,228.6694382549926,15.714468688032408,sunrise1,27.40000012975173,0.004346452370994,156.2189621267187,4.870032193522038,120.0091948832251,1.005258902507438,geophone_rock
760830-23-M2,761028-23-M3,2,1976-08-30 23:53:50.063013,0.8983396287671883,0.3316326530612245,3,35,A,AA,repeating,6,3.320409,1976-08-30 23:53:50.394646,256.7697913516741,228.6695360327704,15.714472160254628,sunrise1,43.40000012975196,0.0070071942656619,156.2189621267187,4.870032193522038,120.0091948832251,1.005258902507438,geophone_rock
760929-13-M1,761028-23-M3,3,1976-09-29 13:24:59.864809,0.929006949306622,-0.1445578231292517,3,35,A,AA,repeating,6,0.771429,1976-09-29 13:24:59.720251,262.9231219674222,234.1376824558963,15.78558703994213,sunrise2,38.10000012975188,0.0193064931550236,165.57349624054524,2.7119079250666807,167.71409339444935,3.07831969216248,geophone_rock
760929-13-M1,761028-23-M3,4,1976-09-29 13:25:00.371271,0.9021108933197658,-0.0510204081632653,3,35,A,AA,repeating,6,1.234355,1976-09-29 13:25:00.320251,262.92357530075554,234.1378869003408,15.785593984386576,sunrise2,37.80000012975188,0.0093944369858656,165.57349624054524,2.7119079250666807,167.71409339444935,3.07831969216248,geophone_rock
760929-13-M1,761028-23-M3,1,1976-09-29 13:25:00.665149,0.8710698288417195,0.2551020408163265,3,35,A,AA,repeating,6,3.091838,1976-09-29 13:25:00.920251,262.92402863408887,234.1380913447852,15.785600928831018,sunrise2,45.200000129751984,0.0051877010385625,165.57349624054524,2.7119079250666807,167.71409339444935,3.07831969216248,geophone_rock
760929-13-M1,761028-23-M3,2,1976-09-29 13:25:00.671612,0.8748680796736239,0.348639455782313,3,35,A,AA,repeating,6,3.306463,1976-09-29 13:25:01.020251,262.9241041896444,234.1381254188593,15.785602086238429,sunrise2,57.30000012975216,0.0061164401771727,165.57349624054524,2.7119079250666807,167.71409339444935,3.07831969216248,geophone_rock
760831-14-M4,760831-14-M4,3,1976-08-31 14:40:57.933333,1.0,0.0,3,35,B,AA,isolated,1,1.534355,1976-08-31 14:40:57.933333,290.7178172837778,247.48393185173333,16.33053163579861,sunrise1,33.80000012975182,0.0135634777952797,129.69956176050584,64.70142582230218,244.5604157310828,2.325854214305698,geophone_rock
760831-14-M4,760831-14-M4,2,1976-08-31 14:40:59.233333,1.0,0.0,3,35,B,AA,isolated,1,5.617008,1976-08-31 14:40:59.233333,290.71849135785186,247.4843940739556,16.33054668209491,sunrise1,30.70000012975178,0.0026578222673253,129.69956176050584,64.70142582230218,244.5604157310828,2.325854214305698,geophone_rock
760831-14-M4,760831-14-M4,4,1976-08-31 14:40:59.633333,1.0,0.0,3,35,B,AA,isolated,1,4.341157,1976-08-31 14:40:59.633333,290.71869876525926,247.48453629617777,16.330551311724534,sunrise1,36.000000129751854,0.0045199584231725,129.69956176050584,64.70142582230218,244.5604157310828,2.325854214305698,geophone_rock
760831-14-M4,760831-14-M4,1,1976-08-31 14:41:00.733333,1.0,0.0,3,35,B,AA,isolated,1,3.020069,1976-08-31 14:41:00.733333,290.71926913562965,247.4849274072889,16.330564043206017,sunrise1,25.000000129751697,0.0025225844943105,129.69956176050584,64.70142582230218,244.5604157310828,2.325854214305698,geophone_rock
770126-11-M2,770126-11-M2,3,1977-01-26 11:10:16.458677,1.0,0.0,3,35,A,AA,isolated,1,0.559525,1977-01-26 11:10:16.458677,298.9571791854519,256.6549846951852,16.348280771724536,sunrise6,82.70000012975119,0.0164459599858282,261.1798970737749,72.18464437047,264.8718442118033,27.37520094446697,geophone_rock
770126-11-M2,770126-11-M2,2,1977-01-26 11:10:16.958677,1.0,0.0,3,35,A,AA,isolated,1,3.290817,1977-01-26 11:10:16.958677,298.9574310373037,256.65516988037035,16.348286558761572,sunrise6,25.90000012975171,0.0027781134138699,261.1798970737749,72.18464437047,264.8718442118033,27.37520094446697,geophone_rock
770126-11-M2,770126-11-M2,4,1977-01-26 11:10:17.158677,1.0,0.0,3,35,A,AA,isolated,1,1.653742,1977-01-26 11:10:17.158677,298.9575317780444,256.6552439544444,16.34828887357639,sunrise6,31.900000129751795,0.0054687904758714,261.1798970737749,72.18464437047,264.8718442118033,27.37520094446697,geophone_rock
770126-11-M2,770126-11-M2,1,1977-01-26 11:10:17.258677,1.0,0.0,3,35,A,AA,isolated,1,16.460205,1977-01-26 11:10:17.258677,298.9575821484148,256.65528099148145,16.348290030983797,sunrise6,87.10000012975094,0.0028369385995352,261.1798970737749,72.18464437047,264.8718442118033,27.37520094446697,geophone_rock
761128-06-M4,761128-06-M4,3,1976-11-28 06:19:14.300000,1.0,0.0,3,35,B,AA,isolated,1,2.713606,1976-11-28 06:19:14.300000,298.2914251851852,255.6975185185185,16.372734953703706,sunrise4,39.80000012975191,0.0111409902472023,126.9436100587824,1.023893656512075,128.70604353870704,67.86273253944124,geophone_rock
761128-06-M4,761128-06-M4,4,1976-11-28 06:19:17.200000,1.0,0.0,3,35,B,AA,isolated,1,47.203063,1976-11-28 06:19:17.200000,298.292885925926,255.6985925925926,16.37276851851852,sunrise4,32.1000001297518,0.007942104224539,126.9436100587824,1.023893656512075,128.70604353870704,67.86273253944124,geophone_rock
761128-06-M4,761128-06-M4,1,1976-11-28 06:19:17.400000,1.0,0.0,3,35,B,AA,isolated,1,35.668028,1976-11-28 06:19:17.400000,298.29298666666665,255.69866666666667,16.372770833333334,sunrise4,27.500000129751733,0.0063019808787295,126.9436100587824,1.023893656512075,128.70604353870704,67.86273253944124,geophone_rock
761128-06-M4,761128-06-M4,2,1976-11-28 06:19:17.800000,1.0,0.0,3,35,B,AA,isolated,1,23.507824,1976-11-28 06:19:17.800000,298.29318814814815,255.6988148148148,16.372775462962963,sunrise4,23.90000012975168,0.0049288865318792,126.9436100587824,1.023893656512075,128.70604353870704,67.86273253944124,geophone_rock
761227-21-M1,761227-21-M1,3,1976-12-27 21:02:00.200000,1.0,0.0,3,35,B,AA,isolated,1,0.876531,1976-12-27 21:02:00.200000,299.8787644444444,257.09451851851856,16.384203703703704,sunrise5,20.600000129751635,0.0151111494772819,175.79705894237608,3.953661806280557,125.12799897906892,0.5356130493510937,geophone_rock
761227-21-M1,761227-21-M1,4,1976-12-27 21:02:00.900000,1.0,0.0,3,35,B,AA,isolated,1,2.07279,1976-12-27 21:02:00.900000,299.87910666666664,257.0947777777778,16.384211805555555,sunrise5,31.100000129751784,0.0052226384565812,175.79705894237608,3.953661806280557,125.12799897906892,0.5356130493510937,geophone_rock
761227-21-M1,761227-21-M1,1,1976-12-27 21:02:01.200000,1.0,0.0,3,35,B,AA,isolated,1,2.699661,1976-12-27 21:02:01.200000,299.87925333333334,257.0948888888889,16.384215277777777,sunrise5,19.60000012975162,0.0026305276693076,175.79705894237608,3.953661806280557,125.12799897906892,0.5356130493510937,geophone_rock
761227-21-M1,761227-21-M1,2,1976-12-27 21:02:01.900000,1.0,0.0,3,35,B,AA,isolated,1,5.230953,1976-12-27 21:02:01.900000,299.8795955555556,257.09514814814816,16.384223379629628,sunrise5,25.700000129751707,0.0030372064300547,175.79705894237608,3.953661806280557,125.12799897906892,0.5356130493510937,geophone_rock
761029-17-M2,761029-17-M2,3,1976-10-29 17:06:20.523157,1.0,0.0,3,35,A,AA,isolated,1,0.468028,1976-10-29 17:06:20.523157,297.45833759019257,254.8776011692593,16.400237536539354,sunrise3,23.50000012975168,0.0159283198962039,157.4873800842088,38.74025012311088,176.40313846255853,3.7386916560534895,geophone_rock
761029-17-M2,761029-17-M2,4,1976-10-29 17:06:21.023157,1.0,0.0,3,35,A,AA,isolated,1,1.838776,1976-10-29 17:06:21.023157,297.45858944204446,254.8777863544444,16.40024332357639,sunrise3,36.30000012975186,0.0049948857117966,157.4873800842088,38.74025012311088,176.40313846255853,3.7386916560534895,geophone_rock
761029-17-M2,761029-17-M2,2,1976-10-29 17:06:21.723157,1.0,0.0,3,35,A,AA,isolated,1,4.251021,1976-10-29 17:06:21.723157,297.45894203463706,254.8780456137037,16.40025142542824,sunrise3,24.300000129751687,0.0032864713808724,157.4873800842088,38.74025012311088,176.40313846255853,3.7386916560534895,geophone_rock
761029-17-M2,761029-17-M2,1,1976-10-29 17:06:21.723157,1.0,0.0,3,35,A,AA,isolated,1,1.9466,1976-10-29 17:06:21.723157,297.45894203463706,254.8780456137037,16.40025142542824,sunrise3,23.60000012975168,0.002836258497739,157.4873800842088,38.74025012311088,176.40313846255853,3.7386916560534895,geophone_rock
761128-22-M1,761030-08-M1,3,1976-11-28 22:29:40.053338,0.9262646989585632,0.1530612244897959,3,35,A,AA,repeating,3,1.426191,1976-11-28 22:29:40.206399,323.42266903666666,276.9029622752,17.046645907395835,sunrise4,26.00000012975171,0.0200865077567873,182.8652340377681,13.61382082892048,332.7980536910596,28.62694126018791,geophone_rock
761128-22-M1,761030-08-M1,2,1976-11-28 22:29:41.550617,0.8150753202378502,-0.54421768707483,3,35,A,AA,repeating,3,34.308165,1976-11-28 22:29:41.006399,323.422965332963,276.90324671964447,17.046655166655093,sunrise4,24.60000012975169,0.0060518748831376,182.8652340377681,13.61382082892048,332.7980536910596,28.62694126018791,geophone_rock
761128-22-M1,761030-08-M1,1,1976-11-28 22:29:40.553678,0.8596337004529139,0.5527210884353742,3,35,A,AA,repeating,3,2.031293,1976-11-28 22:29:41.106399,323.42300237,276.9032822752,17.0466563240625,sunrise4,25.000000129751697,0.0062608975137099,182.8652340377681,13.61382082892048,332.7980536910596,28.62694126018791,geophone_rock
761128-22-M1,761030-08-M1,4,1976-11-28 22:29:40.857760,0.8917440986456049,0.348639455782313,3,35,A,AA,repeating,3,0.494219,1976-11-28 22:29:41.206399,323.42303940703704,276.90331783075555,17.046657481469907,sunrise4,25.400000129751703,0.0114778649815507,182.8652340377681,13.61382082892048,332.7980536910596,28.62694126018791,geophone_rock
761030-08-M1,761030-08-M1,3,1976-10-30 08:54:20.931898,1.0,0.0,3,35,A,AA,repeating,3,0.760885,1976-10-30 08:54:20.931898,321.9444192214815,275.42944245262225,17.058575600671297,sunrise3,29.900000129751767,0.0160543420211051,175.32217172279567,12.532906393905648,96.02794639964254,1.4954991081128173,geophone_rock
761030-08-M1,761030-08-M1,1,1976-10-30 08:54:21.431898,1.0,0.0,3,35,A,AA,repeating,3,3.713266,1976-10-30 08:54:21.431898,321.94460440666666,275.4296202304,17.058581387708333,sunrise3,29.900000129751767,0.004446775355757,175.32217172279567,12.532906393905648,96.02794639964254,1.4954991081128173,geophone_rock
761030-08-M1,761030-08-M1,4,1976-10-30 08:54:21.731898,1.0,0.0,3,35,A,AA,repeating,3,0.836736,1976-10-30 08:54:21.731898,321.9447155177777,275.4297268970667,17.058584859930555,sunrise3,45.80000012975199,0.0086399674632941,175.32217172279567,12.532906393905648,96.02794639964254,1.4954991081128173,geophone_rock
761030-08-M1,761030-08-M1,2,1976-10-30 08:54:22.431898,1.0,0.0,3,35,A,AA,repeating,3,2.084014,1976-10-30 08:54:22.431898,321.94497477703703,275.42997578595555,17.058592961782406,sunrise3,31.50000012975179,0.0039143636077564,175.32217172279567,12.532906393905648,96.02794639964254,1.4954991081128173,geophone_rock
760930-21-M4,761030-08-M1,3,1976-09-30 21:00:52.659184,0.9227820704498554,-0.4591836734693878,3,35,C,AA,repeating,3,1.213266,1976-09-30 21:00:52.200000,321.25856,274.64778666666666,17.102166666666665,sunrise2,51.30000012975207,0.0197870425655791,227.12756975351047,61.582481227087214,197.0547535247373,8.842217442063578,geophone_rock
760930-21-M4,761030-08-M1,4,1976-09-30 21:00:53.457483,0.8991365748078033,0.042517006802721,3,35,C,AA,repeating,3,3.110545,1976-09-30 21:00:53.500000,321.25902222222226,274.6482296296296,17.102181712962963,sunrise2,39.000000129751896,0.0093120006937311,227.12756975351047,61.582481227087214,197.0547535247373,8.842217442063578,geophone_rock
760930-21-M4,761030-08-M1,2,1976-09-30 21:00:54.157143,0.8527289653519001,-0.3571428571428571,3,35,C,AA,repeating,3,2.453402,1976-09-30 21:00:53.800000,321.2591288888889,274.6483318518518,17.102185185185185,sunrise2,44.80000012975198,0.0067737309290977,227.12756975351047,61.582481227087214,197.0547535247373,8.842217442063578,geophone_rock
760930-21-M4,761030-08-M1,1,1976-09-30 21:00:53.158163,0.8691464450145863,0.8418367346938777,3,35,C,AA,repeating,3,1.734695,1976-09-30 21:00:54.000000,321.2592,274.6484,17.1021875,sunrise2,37.00000012975187,0.0056456848812236,227.12756975351047,61.582481227087214,197.0547535247373,8.842217442063578,geophone_rock
770128-00-M1,770128-00-M1,3,1977-01-28 00:19:46.600000,1.0,0.0,3,35,C,BB,isolated,1,2.993538,1977-01-28 00:19:46.600000,347.6164266666667,302.8791644444445,17.896546296296297,sunrise6,22.40000012975166,0.0139422151081711,129.5975041814133,107.05360396015604,142.40749540570792,69.05051093204118,geophone_rock
770128-00-M1,770128-00-M1,1,1977-01-28 00:19:49.600000,1.0,0.0,3,35,C,BB,isolated,1,2.757144,1977-01-28 00:19:49.600000,347.6172266666667,302.8800977777778,17.89658101851852,sunrise6,46.90000012975201,0.0050471812373247,129.5975041814133,107.05360396015604,142.40749540570792,69.05051093204118,geophone_rock
770128-00-M1,770128-00-M1,2,1977-01-28 00:19:50.000000,1.0,0.0,3,35,C,BB,isolated,1,3.726191,1977-01-28 00:19:50.000000,347.61733333333336,302.88022222222224,17.896585648148147,sunrise6,22.40000012975166,0.0045529911291288,129.5975041814133,107.05360396015604,142.40749540570792,69.05051093204118,geophone_rock
761129-19-M2,761129-19-M2,3,1976-11-29 19:18:54.285594,1.0,0.0,3,35,A,BB,isolated,1,0.382654,1976-11-29 19:18:54.285594,346.9424761584,301.83288885146663,17.914169972152777,sunrise4,15.70000012975157,0.0142069434921409,245.09535339683964,69.62827423905152,205.10352260245145,99.58949592159624,geophone_rock
761129-19-M2,761129-19-M2,4,1976-11-29 19:18:54.885594,1.0,0.0,3,35,A,BB,isolated,1,0.52245,1976-11-29 19:18:54.885594,346.9426361584,301.83307551813334,17.914176916597224,sunrise4,15.400000129751572,0.0056813819117559,245.09535339683964,69.62827423905152,205.10352260245145,99.58949592159624,geophone_rock
761129-19-M2,761129-19-M2,1,1976-11-29 19:18:55.185594,1.0,0.0,3,35,A,BB,isolated,1,2.535375,1976-11-29 19:18:55.185594,346.9427161584,301.83316885146667,17.914180388819442,sunrise4,15.100000129751573,0.005290552414342,245.09535339683964,69.62827423905152,205.10352260245145,99.58949592159624,geophone_rock
